from,to,weight,year,neighbor
DE,SE,12,1995,2
IE,SE,12,1995,2
PL,SE,10,1995,2
NO,SE,8,1995,1
AT,SE,8,1995,2
PT,SE,8,1995,2
GB,SE,6,1995,2
RU,SE,6,1995,2
IS,SE,4,1995,2
CY,SE,4,1995,2
FR,SE,3,1995,2
MT,SE,3,1995,2
BA,SE,2,1995,2
SI,SE,1,1995,2
TR,SE,1,1995,2
AT,FR,10,1995,2
HU,FR,10,1995,2
DE,FR,8,1995,1
IS,FR,8,1995,2
SI,FR,8,1995,2
IL,FR,7,1995,2
PL,FR,7,1995,2
BE,FR,6,1995,1
DK,FR,6,1995,2
NO,FR,6,1995,2
IE,FR,5,1995,2
HR,FR,3,1995,2
SE,FR,3,1995,2
GR,FR,2,1995,2
TR,FR,2,1995,2
CY,FR,2,1995,2
GB,FR,1,1995,2
NO,DK,12,1995,1
SE,DK,12,1995,1
RU,DK,10,1995,2
DE,DK,7,1995,1
IE,DK,7,1995,2
IS,DK,7,1995,2
AT,DK,7,1995,2
PT,DK,6,1995,2
SI,DK,6,1995,2
TR,DK,6,1995,2
BE,DK,3,1995,2
BA,DK,3,1995,2
PL,DK,3,1995,2
HU,DK,3,1995,2
MT,HR,12,1995,2
SI,HR,12,1995,1
ES,HR,12,1995,2
BA,HR,10,1995,1
IS,HR,10,1995,2
NO,HR,7,1995,2
TR,HR,7,1995,2
GR,HR,5,1995,2
CY,HR,5,1995,2
IL,HR,4,1995,2
PT,HR,4,1995,2
IE,HR,3,1995,2
GR,SI,10,1995,2
GB,SI,10,1995,2
IE,SI,8,1995,2
HU,SI,8,1995,1
RU,SI,7,1995,2
SE,SI,7,1995,2
BA,SI,6,1995,2
DE,SI,5,1995,2
PT,SI,5,1995,2
PL,SI,4,1995,2
IL,SI,3,1995,2
AT,SI,3,1995,1
CY,SI,3,1995,2
HR,SI,2,1995,1
MT,SI,2,1995,2
IS,SI,1,1995,2
GB,IL,12,1995,2
DE,IL,10,1995,2
SI,IL,10,1995,2
RU,IL,8,1995,2
CY,IL,8,1995,2
BA,IL,7,1995,2
AT,IL,6,1995,2
MT,IL,5,1995,2
HU,IL,5,1995,2
BE,IL,4,1995,2
HR,IL,4,1995,2
SE,IL,2,1995,2
HU,CY,12,1995,2
BE,CY,8,1995,2
GR,CY,8,1995,2
SE,CY,8,1995,2
IL,CY,6,1995,2
DK,CY,5,1995,2
NO,CY,5,1995,2
ES,CY,5,1995,2
MT,CY,4,1995,2
RU,CY,4,1995,2
SI,CY,4,1995,2
DE,CY,3,1995,2
GB,CY,3,1995,2
IS,CY,2,1995,2
HR,CY,1,1995,2
PL,CY,1,1995,2
BA,MT,12,1995,2
HR,MT,12,1995,2
ES,MT,10,1995,2
TR,MT,10,1995,2
GB,MT,7,1995,2
FR,MT,6,1995,2
CY,MT,6,1995,2
DK,MT,4,1995,2
IE,MT,4,1995,2
DE,MT,2,1995,2
AT,MT,2,1995,2
SE,MT,1,1995,2
FR,GB,12,1995,2
AT,GB,12,1995,2
PT,GB,10,1995,2
BE,GB,7,1995,2
DK,GB,7,1995,2
HU,GB,7,1995,2
IL,GB,5,1995,2
PL,GB,5,1995,2
SE,GB,5,1995,2
BA,GB,4,1995,2
IE,GB,1,1995,1
RU,GB,1,1995,2
CY,GR,12,1995,2
MT,GR,10,1995,2
IL,GR,8,1995,2
ES,GR,8,1995,2
HR,GR,7,1995,2
PL,GR,6,1995,2
FR,GR,5,1995,2
AT,GR,5,1995,2
PT,GR,3,1995,2
BE,GR,2,1995,2
SI,GR,2,1995,2
BE,AT,10,1995,2
DK,AT,10,1995,2
FR,AT,8,1995,2
GR,AT,7,1995,2
ES,AT,6,1995,2
GB,AT,5,1995,2
SE,AT,4,1995,2
TR,AT,4,1995,2
HU,AT,4,1995,1
NO,AT,3,1995,2
IL,AT,2,1995,2
PL,AT,2,1995,2
PT,AT,2,1995,2
SE,IE,10,1995,2
BA,IE,5,1995,2
RU,IE,5,1995,2
SI,IE,5,1995,2
TR,IE,5,1995,2
GR,IE,4,1995,2
IS,IE,3,1995,2
ES,IE,3,1995,2
DK,IE,1,1995,2
DE,IE,1,1995,2
FR,IE,1,1995,2
NO,IE,1,1995,2
DK,IS,8,1995,2
IE,IS,6,1995,2
SE,IS,6,1995,2
AT,IS,4,1995,2
RU,IS,3,1995,2
FR,IS,2,1995,2
NO,IS,2,1995,2
MT,TR,7,1995,2
HR,TR,5,1995,2
SI,TR,3,1995,2
GB,TR,2,1995,2
ES,TR,2,1995,2
BE,TR,1,1995,2
IL,TR,1,1995,2
NO,RU,10,1995,1
HR,RU,6,1995,2
CY,RU,1,1995,2
IS,PL,6,1995,2
NO,PL,4,1995,2
GR,PL,3,1995,2
PT,PL,1,1995,2
HU,PL,1,1995,2
HR,BA,8,1995,1
DK,BA,3,1995,2
TR,BA,3,1995,2
ES,BE,7,1995,2
AT,BE,1,1995,2
FR,PT,4,1995,2
GR,PT,1,1995,2
RU,HU,2,1995,2
ES,HU,1,1995,2
MT,DE,1,1995,2
