from,to,weight,year,neighbor
MD,GE,3,2008,2
IS,GE,2,2008,2
IL,GE,2,2008,2
MK,GE,2,2008,2
HU,GE,2,2008,2
SE,GE,1,2008,2
AL,GR,12,2008,1
AZ,GR,12,2008,2
DE,GR,12,2008,2
GB,GR,12,2008,2
RO,GR,12,2008,2
SM,GR,12,2008,2
CY,GR,12,2008,2
AM,GR,10,2008,2
BE,GR,10,2008,2
BG,GR,10,2008,1
IE,GR,10,2008,2
BA,GR,8,2008,2
NL,GR,8,2008,2
RS,GR,8,2008,2
SI,GR,8,2008,2
HU,GR,8,2008,2
IL,GR,7,2008,2
ME,GR,7,2008,2
ES,GR,7,2008,2
TR,GR,7,2008,1
PL,GR,6,2008,2
RU,GR,6,2008,2
AD,GR,5,2008,2
EE,GR,5,2008,2
HR,GR,5,2008,2
CH,GR,5,2008,2
CZ,GR,5,2008,2
GE,GR,4,2008,2
MD,GR,4,2008,2
NO,GR,4,2008,2
DK,GR,3,2008,2
FI,GR,3,2008,2
FR,GR,3,2008,2
MK,GR,3,2008,1
BY,GR,2,2008,2
MT,GR,2,2008,2
UA,GR,2,2008,2
SE,GR,1,2008,2
BA,HR,10,2008,1
MK,HR,10,2008,2
RS,HR,10,2008,1
HU,HR,10,2008,1
GE,HR,8,2008,2
SI,HR,8,2008,1
BY,HR,7,2008,2
LV,HR,7,2008,2
UA,HR,7,2008,2
BG,HR,6,2008,2
PT,HR,6,2008,2
CH,HR,6,2008,2
CY,HR,6,2008,2
LT,HR,5,2008,2
TR,HR,5,2008,2
IS,HR,4,2008,2
SE,HR,4,2008,2
AL,HR,3,2008,2
DK,HR,3,2008,2
CZ,HR,3,2008,2
AM,HR,2,2008,2
DE,HR,2,2008,2
FR,HR,2,2008,2
ME,HR,2,2008,1
RO,HR,1,2008,2
RU,HR,1,2008,2
AZ,IL,10,2008,2
FI,IL,10,2008,2
NO,IL,10,2008,2
RU,IL,8,2008,2
AD,IL,7,2008,2
AM,IL,7,2008,2
BE,IL,7,2008,2
RS,IL,7,2008,2
FR,IL,6,2008,2
MD,IL,6,2008,2
NL,IL,6,2008,2
RO,IL,6,2008,2
BA,IL,5,2008,2
GR,IL,5,2008,2
ME,IL,5,2008,2
UA,IL,5,2008,2
AL,IL,4,2008,2
BY,IL,4,2008,2
DE,IL,4,2008,2
PL,IL,4,2008,2
SI,IL,4,2008,2
ES,IL,4,2008,2
GE,IL,3,2008,2
LT,IL,3,2008,2
HU,IL,3,2008,2
BG,IL,2,2008,2
HR,IL,2,2008,2
SM,IL,2,2008,2
CY,IL,2,2008,2
CH,IL,1,2008,2
DK,IS,10,2008,2
SE,IS,10,2008,2
FR,IS,8,2008,2
NO,IS,8,2008,2
FI,IS,7,2008,2
HU,IS,7,2008,2
AL,IS,5,2008,2
MT,IS,5,2008,2
PT,IS,5,2008,2
GB,IS,4,2008,2
IL,IS,4,2008,2
CH,IS,4,2008,2
ES,IS,4,2008,2
TR,IS,3,2008,2
LV,IS,2,2008,2
LT,IS,2,2008,2
BY,IS,1,2008,2
UA,IS,1,2008,2
CY,IS,1,2008,2
IE,LV,12,2008,2
LT,LV,12,2008,1
PT,LV,10,2008,2
SE,LV,8,2008,2
EE,LV,7,2008,1
IS,LV,7,2008,2
BY,LV,6,2008,1
DK,LV,6,2008,2
GE,LV,6,2008,2
HR,LV,6,2008,2
MT,LV,6,2008,2
GB,LV,5,2008,2
CZ,LV,5,2008,2
MK,LV,4,2008,2
ME,LV,3,2008,2
AD,LV,2,2008,2
RS,LV,2,2008,2
ES,LV,2,2008,2
UA,LV,2,2008,2
BG,LV,1,2008,2
FI,NO,12,2008,1
SE,NO,12,2008,1
AD,NO,10,2008,2
DK,NO,10,2008,1
IS,NO,10,2008,2
AM,NO,8,2008,2
EE,NO,8,2008,2
IE,NO,8,2008,2
AL,NO,7,2008,2
AZ,NO,7,2008,2
GB,NO,7,2008,2
PL,NO,7,2008,2
RU,NO,7,2008,1
SM,NO,7,2008,2
IL,NO,6,2008,2
LV,NO,6,2008,2
UA,NO,6,2008,2
BY,NO,5,2008,2
GE,NO,5,2008,2
NL,NO,5,2008,2
BA,NO,4,2008,2
LT,NO,4,2008,2
ME,NO,4,2008,2
RO,NO,4,2008,2
RS,NO,4,2008,2
HU,NO,4,2008,2
MT,NO,3,2008,2
MD,NO,3,2008,2
GR,NO,2,2008,2
PT,NO,2,2008,2
SI,NO,2,2008,2
ES,NO,2,2008,2
TR,NO,2,2008,2
BE,NO,1,2008,2
BG,NO,1,2008,2
DE,NO,1,2008,2
HR,NO,1,2008,2
IE,PL,12,2008,2
SM,PL,10,2008,2
DE,PL,5,2008,1
GB,PL,4,2008,2
AZ,PL,3,2008,2
RU,PL,3,2008,1
ES,PL,3,2008,2
NO,PL,2,2008,2
RO,PL,2,2008,2
AM,PL,1,2008,2
GR,PL,1,2008,2
FR,PT,12,2008,2
CH,PT,12,2008,2
AD,PT,10,2008,2
IS,PT,10,2008,2
BY,PT,8,2008,2
HR,PT,8,2008,2
ES,PT,8,2008,1
UA,PT,8,2008,2
GE,PT,7,2008,2
GB,PT,7,2008,2
CZ,PT,7,2008,2
AL,PT,6,2008,2
BE,PT,6,2008,2
RS,PT,6,2008,2
HU,PT,6,2008,2
BG,PT,5,2008,2
NL,PT,5,2008,2
SM,PT,5,2008,2
SE,PT,5,2008,2
DE,PT,4,2008,2
LT,PT,4,2008,2
LV,PT,3,2008,2
MT,PT,3,2008,2
CY,PT,3,2008,2
BA,RS,12,2008,1
ME,RS,12,2008,1
CH,RS,12,2008,2
SI,RS,12,2008,2
HR,RS,10,2008,1
MK,RS,10,2008,1
DE,RS,8,2008,2
NL,RS,8,2008,2
FR,RS,7,2008,2
RO,RS,7,2008,1
HU,RS,7,2008,1
NO,RS,6,2008,2
SE,RS,6,2008,2
CZ,RS,6,2008,2
AL,RS,5,2008,1
GR,RS,5,2008,2
CY,RS,5,2008,2
BG,RS,4,2008,1
PL,RS,4,2008,2
RU,RS,4,2008,2
AM,RS,3,2008,2
AZ,RS,2,2008,2
IS,RS,2,2008,2
BY,RS,1,2008,2
MT,RS,1,2008,2
MD,RS,1,2008,2
AM,RU,12,2008,2
BY,RU,12,2008,1
IL,RU,12,2008,2
LV,RU,12,2008,1
LT,RU,12,2008,1
UA,RU,12,2008,1
EE,RU,10,2008,1
GR,RU,10,2008,2
RS,RU,10,2008,2
HU,RU,10,2008,2
AZ,RU,8,2008,1
GE,RU,8,2008,1
MT,RU,8,2008,2
ME,RU,8,2008,2
NO,RU,8,2008,1
PL,RU,8,2008,1
RO,RU,8,2008,2
CY,RU,8,2008,2
BA,RU,7,2008,2
MD,RU,7,2008,2
SI,RU,7,2008,2
CZ,RU,7,2008,2
AL,RU,6,2008,2
BG,RU,6,2008,2
DE,RU,6,2008,2
FI,RU,6,2008,1
HR,RU,6,2008,2
MK,RU,6,2008,2
PT,RU,6,2008,2
ES,RU,5,2008,2
TR,RU,5,2008,2
AD,RU,4,2008,2
IE,RU,4,2008,2
BE,RU,3,2008,2
NL,RU,2,2008,2
FR,RU,1,2008,2
DK,SE,12,2008,1
IS,SE,8,2008,2
MT,SE,7,2008,2
NO,SE,7,2008,1
GB,SE,6,2008,2
FI,SE,5,2008,1
CY,SE,4,2008,2
LT,SE,3,2008,2
PT,SE,3,2008,2
CH,SE,3,2008,2
RS,SE,3,2008,2
EE,SE,2,2008,2
TR,SE,2,2008,2
AL,SE,1,2008,2
FR,SE,1,2008,2
IL,SE,1,2008,2
ES,SE,1,2008,2
HU,SE,1,2008,2
AL,TR,12,2008,2
AZ,TR,12,2008,1
BE,TR,10,2008,2
DE,TR,10,2008,2
FR,TR,10,2008,2
GB,TR,10,2008,2
NL,TR,10,2008,2
BA,TR,8,2008,2
DK,TR,8,2008,2
MK,TR,8,2008,2
RO,TR,8,2008,2
BG,TR,7,2008,1
CH,TR,7,2008,2
SE,TR,6,2008,2
GE,TR,5,2008,1
UA,TR,5,2008,2
FI,TR,4,2008,2
SM,TR,4,2008,2
HU,TR,4,2008,2
BY,TR,3,2008,2
NO,TR,2,2008,2
RU,TR,2,2008,2
GE,AM,12,2007,1
TR,AM,12,2007,1
BE,AM,10,2007,2
FR,AM,10,2007,2
NL,AM,10,2007,2
PL,AM,10,2007,2
RU,AM,10,2007,2
CZ,AM,10,2007,2
BG,AM,8,2007,2
ES,AM,8,2007,2
CY,AM,8,2007,2
GR,AM,6,2007,2
BY,AM,5,2007,2
IL,AM,5,2007,2
AT,AM,5,2007,2
UA,AM,5,2007,2
DE,AM,2,2007,2
MD,AM,2,2007,2
HR,BA,10,2007,1
TR,BA,10,2007,2
AL,BA,8,2007,2
AT,BA,8,2007,2
CH,BA,8,2007,2
RS,BA,8,2007,1
SI,BA,8,2007,2
DK,BA,7,2007,2
ME,BA,7,2007,1
NL,BA,7,2007,2
NO,BA,6,2007,2
SE,BA,6,2007,2
MK,BA,4,2007,2
CZ,BA,4,2007,2
DE,BA,3,2007,2
AM,BA,1,2007,2
FR,BA,1,2007,2
TR,BG,12,2007,1
CY,BG,12,2007,2
GR,BG,10,2007,1
ES,BG,10,2007,2
CZ,BG,10,2007,2
FR,BG,8,2007,2
HU,BG,8,2007,2
MK,BG,7,2007,1
GB,BG,6,2007,2
IL,BG,6,2007,2
HR,BG,6,2007,2
AT,BG,6,2007,2
MD,BG,5,2007,2
ME,BG,5,2007,2
PT,BG,5,2007,2
RS,BG,5,2007,1
DE,BG,4,2007,2
RU,BG,4,2007,2
BA,BG,3,2007,2
GE,BG,3,2007,2
MT,BG,3,2007,2
SI,BG,3,2007,2
BE,BG,2,2007,2
FI,BG,2,2007,2
LV,BG,2,2007,2
UA,BG,2,2007,2
AL,BG,1,2007,2
AM,BG,1,2007,2
EE,BG,1,2007,2
RO,BG,1,2007,1
AM,BY,12,2007,2
IL,BY,12,2007,2
MD,BY,12,2007,2
RU,BY,12,2007,1
UA,BY,12,2007,1
LV,BY,10,2007,1
LT,BY,10,2007,1
CY,BY,10,2007,2
EE,BY,7,2007,2
GR,BY,7,2007,2
MT,BY,7,2007,2
BG,BY,6,2007,2
IE,BY,6,2007,2
CZ,BY,5,2007,2
TR,BY,5,2007,2
AL,BY,4,2007,2
GE,BY,4,2007,2
IS,BY,4,2007,2
ME,BY,4,2007,2
MK,BY,4,2007,2
PL,BY,4,2007,1
RS,BY,4,2007,2
NO,BY,3,2007,2
RO,BY,3,2007,2
SE,BY,3,2007,2
BA,BY,2,2007,2
HU,BY,2,2007,2
DK,BY,1,2007,2
PT,BY,1,2007,2
AT,DE,7,2007,1
CH,DE,7,2007,1
AL,DE,6,2007,2
NL,DE,6,2007,1
AD,DE,5,2007,2
DK,DE,5,2007,1
ES,DE,5,2007,2
EE,DE,3,2007,2
IS,DE,2,2007,2
FI,DE,1,2007,2
GB,DE,1,2007,2
SE,DE,1,2007,2
AL,ES,12,2007,2
PT,ES,8,2007,1
FR,ES,6,2007,1
CH,ES,5,2007,2
ME,ES,4,2007,2
BE,ES,3,2007,2
IL,ES,2,2007,2
MT,ES,2,2007,2
GR,ES,1,2007,2
IS,FI,12,2007,2
SE,FI,12,2007,1
AD,FI,7,2007,2
EE,FI,6,2007,2
LT,FI,5,2007,2
DK,FI,4,2007,2
NO,FI,4,2007,1
BY,FI,1,2007,2
DE,FI,1,2007,2
CH,FI,1,2007,2
AD,FR,8,2007,1
AL,FR,4,2007,2
LT,FR,3,2007,2
AM,FR,2,2007,2
EE,FR,2,2007,2
MT,GB,12,2007,2
IE,GB,7,2007,1
EE,GE,10,2007,2
RU,GE,10,2007,1
TR,GE,10,2007,1
UA,GE,10,2007,2
AM,GE,8,2007,1
BY,GE,8,2007,2
IL,GE,8,2007,2
LT,GE,8,2007,2
MD,GE,8,2007,2
LV,GE,7,2007,2
CY,GE,7,2007,2
GR,GE,6,2007,2
NL,GE,5,2007,2
FI,GE,4,2007,2
FR,GE,4,2007,2
BG,GE,3,2007,2
PL,GE,3,2007,2
ES,GE,3,2007,2
HR,GE,2,2007,2
SI,GE,2,2007,2
HU,GE,2,2007,2
BE,GE,1,2007,2
BA,GE,1,2007,2
IE,GE,1,2007,2
CZ,GE,1,2007,2
BG,GR,12,2007,1
CY,GR,12,2007,2
DE,GR,10,2007,2
GB,GR,10,2007,2
RO,GR,10,2007,2
AM,GR,8,2007,2
BE,GR,8,2007,2
AL,GR,7,2007,1
HU,GR,7,2007,2
MD,GR,6,2007,2
IS,GR,5,2007,2
NL,GR,5,2007,2
GE,GR,4,2007,2
SE,GR,4,2007,2
CH,GR,4,2007,2
RS,GR,4,2007,2
TR,GR,4,2007,1
BY,GR,3,2007,2
BA,GR,3,2007,2
FR,GR,3,2007,2
MK,GR,3,2007,1
CZ,GR,3,2007,2
ES,GR,2,2007,2
DK,GR,1,2007,2
IL,GR,1,2007,2
DK,HU,12,2007,2
IS,HU,12,2007,2
RS,HU,12,2007,1
FI,HU,10,2007,2
GE,HU,10,2007,2
NO,HU,10,2007,2
PT,HU,10,2007,2
RO,HU,10,2007,1
EE,HU,8,2007,2
LV,HU,8,2007,2
NL,HU,8,2007,2
AT,HU,8,2007,1
PL,HU,8,2007,2
SE,HU,8,2007,2
CZ,HU,8,2007,2
BE,HU,7,2007,2
IE,HU,7,2007,2
HR,HU,7,2007,1
LT,HU,7,2007,2
DE,HU,6,2007,2
SI,HU,6,2007,1
AL,HU,5,2007,2
AD,HU,4,2007,2
BG,HU,4,2007,2
GB,HU,4,2007,2
MT,HU,4,2007,2
CH,HU,4,2007,2
UA,HU,4,2007,1
CY,HU,4,2007,2
RU,HU,3,2007,2
FR,HU,2,2007,2
BY,HU,1,2007,2
BA,HU,1,2007,2
ES,HU,1,2007,2
TR,HU,1,2007,2
AL,IE,5,2007,2
IE,LT,12,2007,2
LV,LT,10,2007,1
GB,LT,3,2007,2
BY,LT,2,2007,1
AD,LT,1,2007,2
EE,LV,12,2007,1
IE,LV,12,2007,2
LT,LV,12,2007,1
MT,LV,12,2007,2
PL,LV,12,2007,2
IL,LV,10,2007,2
BE,LV,8,2007,2
GB,LV,8,2007,2
PT,LV,8,2007,2
NL,LV,7,2007,2
NO,LV,7,2007,2
SI,LV,7,2007,2
DK,LV,5,2007,2
GE,LV,5,2007,2
IS,LV,5,2007,2
RO,LV,5,2007,2
CY,LV,5,2007,2
HR,LV,4,2007,2
HU,LV,4,2007,2
FI,LV,3,2007,2
CZ,LV,3,2007,2
UA,LV,3,2007,2
BY,LV,2,2007,1
MD,LV,2,2007,2
RU,LV,2,2007,1
CH,LV,2,2007,2
GR,LV,1,2007,2
AT,LV,1,2007,2
SE,LV,1,2007,2
BA,RS,12,2007,1
HR,RS,12,2007,1
ME,RS,12,2007,1
MK,RS,12,2007,1
AT,RS,12,2007,2
CH,RS,12,2007,2
SI,RS,12,2007,2
CZ,RS,12,2007,2
HU,RS,12,2007,1
AM,RS,10,2007,2
BY,RS,10,2007,2
DE,RS,10,2007,2
IS,RS,10,2007,2
NL,RS,10,2007,2
SE,RS,10,2007,2
BG,RS,8,2007,1
FI,RS,8,2007,2
GE,RS,8,2007,2
IE,RS,8,2007,2
NO,RS,8,2007,2
RU,RS,8,2007,2
UA,RS,8,2007,2
CY,RS,8,2007,2
FR,RS,7,2007,2
IL,RS,7,2007,2
DK,RS,6,2007,2
MD,RS,6,2007,2
RO,RS,6,2007,1
GR,RS,5,2007,2
GB,RS,5,2007,2
PL,RS,5,2007,2
ES,RS,5,2007,2
BE,RS,4,2007,2
PT,RS,4,2007,2
AL,RS,2,2007,1
LV,RS,2,2007,2
LT,RS,1,2007,2
MT,RS,1,2007,2
AM,RU,12,2007,2
BY,RU,12,2007,1
EE,RU,12,2007,1
UA,RU,10,2007,1
GR,RU,8,2007,2
IL,RU,8,2007,2
MD,RU,8,2007,2
TR,RU,8,2007,2
GE,RU,7,2007,1
LV,RU,7,2007,1
RS,RU,7,2007,2
CY,RU,7,2007,2
DE,RU,6,2007,2
GB,RU,6,2007,2
IE,RU,6,2007,2
LT,RU,6,2007,1
MT,RU,6,2007,2
ME,RU,6,2007,2
CZ,RU,6,2007,2
HU,RU,6,2007,2
BG,RU,5,2007,2
MK,RU,5,2007,2
NO,RU,5,2007,1
SE,RU,5,2007,2
PT,RU,4,2007,2
ES,RU,4,2007,2
AD,RU,3,2007,2
FI,RU,3,2007,1
HR,RU,3,2007,2
PL,RU,3,2007,1
RO,RU,3,2007,2
SI,RU,3,2007,2
BA,RU,2,2007,2
DK,RU,2,2007,2
FR,RU,2,2007,2
IS,RU,1,2007,2
DK,SE,12,2007,1
NO,SE,12,2007,1
IS,SE,10,2007,2
FI,SE,8,2007,1
GB,SE,7,2007,2
AD,SE,2,2007,2
HR,SI,10,2007,1
AD,SI,8,2007,2
ME,SI,8,2007,2
PL,SI,7,2007,2
PT,SI,7,2007,2
RS,SI,7,2007,2
ES,SI,7,2007,2
UA,SI,7,2007,2
HU,SI,7,2007,1
BY,SI,6,2007,2
BE,SI,6,2007,2
BA,SI,6,2007,2
NL,SI,6,2007,2
BG,SI,5,2007,2
LV,SI,5,2007,2
MT,SI,5,2007,2
MK,SI,5,2007,2
NO,SI,5,2007,2
RU,SI,5,2007,2
RO,SI,4,2007,2
CZ,SI,4,2007,2
MD,SI,3,2007,2
TR,SI,3,2007,2
AT,SI,2,2007,1
FR,SI,1,2007,2
IE,SI,1,2007,2
LT,SI,1,2007,2
AL,TR,12,2007,2
BE,TR,12,2007,2
DE,TR,12,2007,2
FR,TR,12,2007,2
GB,TR,12,2007,2
NL,TR,12,2007,2
BG,TR,10,2007,1
MD,TR,10,2007,2
AT,TR,10,2007,2
CH,TR,10,2007,2
BA,TR,8,2007,2
DK,TR,8,2007,2
MK,TR,8,2007,2
RO,TR,8,2007,2
AD,TR,7,2007,2
FI,TR,7,2007,2
RU,TR,7,2007,2
SE,TR,7,2007,2
NO,TR,6,2007,2
HU,TR,6,2007,2
IS,TR,3,2007,2
ME,TR,3,2007,2
AM,TR,2,2007,1
GE,TR,2,2007,1
ES,TR,2,2007,2
PL,TR,1,2007,2
CZ,TR,1,2007,2
UA,TR,1,2007,2
BE,AM,12,2006,2
FR,AM,12,2006,2
NL,AM,12,2006,2
RU,AM,12,2006,2
ES,AM,12,2006,2
CY,AM,12,2006,2
GR,AM,10,2006,2
IL,AM,10,2006,2
TR,AM,10,2006,1
BG,AM,8,2006,2
BY,AM,7,2006,2
DE,AM,7,2006,2
UA,AM,7,2006,2
AL,AM,3,2006,2
GB,AM,3,2006,2
PL,AM,3,2006,2
SE,AM,3,2006,2
CH,AM,3,2006,2
LT,AM,2,2006,2
MD,AM,2,2006,2
RO,AM,2,2006,2
FI,BA,12,2006,2
HR,BA,12,2006,1
MC,BA,12,2006,2
NO,BA,12,2006,2
RO,BA,12,2006,2
CH,BA,12,2006,2
CS,BA,12,2006,1
SI,BA,12,2006,2
TR,BA,12,2006,2
AL,BA,10,2006,2
BG,BA,10,2006,2
DE,BA,10,2006,2
MK,BA,10,2006,2
SE,BA,10,2006,2
DK,BA,8,2006,2
MD,BA,8,2006,2
NL,BA,8,2006,2
UA,BA,8,2006,2
IS,BA,7,2006,2
RU,BA,7,2006,2
BE,BA,6,2006,2
FR,BA,6,2006,2
GR,BA,6,2006,2
IE,BA,6,2006,2
PT,BA,6,2006,2
AM,BA,5,2006,2
PL,BA,5,2006,2
CY,BA,5,2006,2
GB,BA,4,2006,2
BY,BA,3,2006,2
LT,BA,3,2006,2
LV,BA,2,2006,2
MT,BA,2,2006,2
AD,BA,1,2006,2
EE,BA,1,2006,2
IL,BA,1,2006,2
ES,BA,1,2006,2
MT,CH,12,2006,2
MC,CH,6,2006,2
BA,CH,4,2006,2
IL,CH,4,2006,2
CY,CH,3,2006,2
PT,CH,1,2006,2
CH,DE,7,2006,1
AL,DE,5,2006,2
GB,DE,5,2006,2
ES,DE,5,2006,2
DK,DE,3,2006,1
IE,DE,3,2006,2
LV,DE,3,2006,2
NL,DE,3,2006,1
BE,DE,1,2006,1
NO,DE,1,2006,2
IS,DK,8,2006,2
SE,DK,8,2006,1
NO,DK,6,2006,1
FI,DK,3,2006,2
EE,DK,1,2006,2
AD,ES,12,2006,1
AL,ES,6,2006,2
DE,FI,12,2006,2
EE,FI,12,2006,2
GB,FI,12,2006,2
IS,FI,12,2006,2
PL,FI,12,2006,2
SE,FI,12,2006,1
AD,FI,10,2006,2
BE,FI,10,2006,2
DK,FI,10,2006,2
IE,FI,10,2006,2
HR,FI,10,2006,2
LT,FI,10,2006,2
MT,FI,10,2006,2
SI,FI,10,2006,2
ES,FI,10,2006,2
BY,FI,8,2006,2
BA,FI,8,2006,2
GR,FI,8,2006,2
LV,FI,8,2006,2
NO,FI,8,2006,1
PT,FI,8,2006,2
RU,FI,8,2006,1
CS,FI,8,2006,2
BG,FI,7,2006,2
IL,FI,7,2006,2
MK,FI,7,2006,2
CY,FI,7,2006,2
NL,FI,6,2006,2
TR,FI,6,2006,2
UA,FI,6,2006,2
FR,FI,5,2006,2
MD,FI,5,2006,2
RO,FI,5,2006,2
CH,FI,5,2006,2
MC,FR,3,2006,1
AM,FR,2,2006,2
IE,GB,8,2006,1
DK,GB,4,2006,2
MT,GB,3,2006,2
AD,GB,2,2006,2
EE,GB,2,2006,2
NO,GB,2,2006,2
HR,GB,1,2006,2
LV,GB,1,2006,2
PL,GB,1,2006,2
CY,GB,1,2006,2
BG,GR,12,2006,1
CY,GR,12,2006,2
BE,GR,10,2006,2
RO,GR,10,2006,2
AL,GR,8,2006,1
AM,GR,8,2006,2
DE,GR,8,2006,2
MT,GR,8,2006,2
GB,GR,7,2006,2
MK,GR,7,2006,1
CS,GR,6,2006,2
FR,GR,5,2006,2
NL,GR,5,2006,2
CH,GR,5,2006,2
SE,GR,4,2006,2
TR,GR,4,2006,1
LT,GR,3,2006,2
BY,GR,2,2006,2
AD,GR,1,2006,2
BA,GR,1,2006,2
FI,GR,1,2006,2
MD,GR,1,2006,2
BA,HR,12,2006,1
MK,HR,10,2006,2
CS,HR,10,2006,1
SI,HR,10,2006,1
CH,HR,6,2006,2
MC,HR,4,2006,2
DE,HR,2,2006,2
TR,HR,2,2006,2
GB,IE,8,2006,1
MC,IE,7,2006,2
EE,IE,6,2006,2
MT,IE,6,2006,2
NO,IE,6,2006,2
DK,IE,5,2006,2
IL,IE,5,2006,2
AD,IE,4,2006,2
DE,IE,4,2006,2
FI,IE,4,2006,2
LV,IE,4,2006,2
LT,IE,4,2006,2
PT,IE,4,2006,2
AM,IE,3,2006,2
BE,IE,3,2006,2
NL,IE,3,2006,2
SI,IE,3,2006,2
IS,IE,2,2006,2
HR,IE,2,2006,2
PL,IE,2,2006,2
RO,IE,2,2006,2
CH,IE,2,2006,2
UA,IE,2,2006,2
AL,IE,1,2006,2
FR,IE,1,2006,2
MD,IE,1,2006,2
RU,IE,1,2006,2
SE,IE,1,2006,2
CS,IE,1,2006,2
FR,IL,4,2006,2
IE,LT,12,2006,2
GB,LT,10,2006,2
LV,LT,10,2006,1
PL,LT,10,2006,1
EE,LT,8,2006,2
FI,LT,8,2006,2
IS,LT,8,2006,2
BE,LT,7,2006,2
BY,LT,6,2006,1
BG,LT,6,2006,2
MD,LT,6,2006,2
SI,LT,6,2006,2
AD,LT,5,2006,2
HR,LT,5,2006,2
NL,LT,5,2006,2
NO,LT,5,2006,2
PT,LT,5,2006,2
UA,LT,5,2006,2
DK,LT,4,2006,2
MC,LT,4,2006,2
MK,LT,4,2006,2
RU,LT,4,2006,1
SE,LT,4,2006,2
ES,LT,4,2006,2
CY,LT,4,2006,2
IL,LT,3,2006,2
RO,LT,3,2006,2
CS,LT,3,2006,2
BA,LT,2,2006,2
TR,LT,2,2006,2
DE,LT,1,2006,2
GR,LT,1,2006,2
MT,LT,1,2006,2
LT,LV,8,2006,1
MC,LV,8,2006,2
IE,LV,4,2006,2
UA,LV,4,2006,2
EE,LV,3,2006,1
GB,LV,2,2006,2
RU,LV,1,2006,1
AL,MT,1,2006,2
RU,NO,7,2006,1
LV,NO,6,2006,2
FI,NO,5,2006,1
IS,NO,4,2006,2
MD,NO,3,2006,2
UA,NO,3,2006,2
GR,NO,2,2006,2
SE,NO,2,2006,1
AM,NO,1,2006,2
BY,NO,1,2006,2
DK,NO,1,2006,1
MC,NO,1,2006,2
AM,RU,12,2006,2
BY,RU,12,2006,1
BG,RU,12,2006,2
IL,RU,12,2006,2
LV,RU,12,2006,1
LT,RU,12,2006,1
MD,RU,12,2006,2
UA,RU,12,2006,1
EE,RU,10,2006,1
CY,RU,10,2006,2
MT,RU,8,2006,2
PL,RU,8,2006,1
PT,RU,7,2006,2
RO,RU,7,2006,2
SE,RU,7,2006,2
ES,RU,7,2006,2
FI,RU,6,2006,1
IS,RU,6,2006,2
CS,RU,6,2006,2
DE,RU,5,2006,2
GR,RU,5,2006,2
MK,RU,5,2006,2
AL,RU,4,2006,2
AD,RU,4,2006,2
BA,RU,4,2006,2
IE,RU,4,2006,2
NO,RU,4,2006,1
SI,RU,4,2006,2
TR,RU,4,2006,2
HR,RU,3,2006,2
BE,RU,2,2006,2
FR,RU,2,2006,2
DK,RU,1,2006,2
GB,RU,1,2006,2
NL,RU,1,2006,2
DK,SE,12,2006,1
MT,SE,12,2006,2
PT,SE,12,2006,2
FI,SE,10,2006,1
IS,SE,10,2006,2
NO,SE,10,2006,1
AD,SE,8,2006,2
IE,SE,8,2006,2
MC,SE,8,2006,2
EE,SE,7,2006,2
MD,SE,7,2006,2
PL,SE,7,2006,2
SI,SE,7,2006,2
ES,SE,7,2006,2
AM,SE,6,2006,2
BA,SE,6,2006,2
GB,SE,6,2006,2
IL,SE,6,2006,2
RO,SE,6,2006,2
AL,SE,5,2006,2
BY,SE,5,2006,2
BE,SE,5,2006,2
LV,SE,5,2006,2
LT,SE,5,2006,2
BG,SE,4,2006,2
DE,SE,4,2006,2
HR,SE,4,2006,2
NL,SE,4,2006,2
CH,SE,4,2006,2
CS,SE,4,2006,2
UA,SE,4,2006,2
FR,SE,3,2006,2
RU,SE,3,2006,2
CY,SE,2,2006,2
MK,SE,1,2006,2
BA,TR,12,2006,2
FR,TR,10,2006,2
NL,TR,10,2006,2
RO,TR,10,2006,2
BE,TR,8,2006,2
DE,TR,8,2006,2
MK,TR,8,2006,2
CH,TR,8,2006,2
AL,TR,6,2006,2
DK,TR,6,2006,2
GR,TR,3,2006,1
GB,TR,3,2006,2
IL,TR,3,2006,2
BG,TR,1,2006,1
NO,TR,1,2006,2
MK,AL,12,2005,1
GR,AL,10,2005,1
CH,AL,10,2005,2
CS,AL,8,2005,1
BA,AL,5,2005,2
AT,AL,3,2005,2
HR,AL,2,2005,2
TR,AL,2,2005,2
FR,AL,1,2005,2
HR,BA,10,2005,1
AT,BA,10,2005,2
TR,BA,10,2005,2
SI,BA,8,2005,2
NO,BA,7,2005,2
SE,BA,7,2005,2
NL,BA,6,2005,2
CH,BA,5,2005,2
DK,BA,4,2005,2
GB,BA,4,2005,2
CS,BA,4,2005,1
MK,BA,3,2005,2
IE,BA,1,2005,2
EE,CH,12,2005,2
FI,CH,10,2005,2
BY,CH,8,2005,2
LT,CH,8,2005,2
LV,CH,7,2005,2
DE,CH,6,2005,1
IS,CH,6,2005,2
PL,CH,5,2005,2
SI,CH,5,2005,2
UA,CH,5,2005,2
CY,CH,5,2005,2
SE,CH,4,2005,2
BG,CH,3,2005,2
GR,CH,3,2005,2
IL,CH,3,2005,2
HR,CH,3,2005,2
MK,CH,3,2005,2
HU,CH,3,2005,2
BA,CH,2,2005,2
DK,CH,2,2005,2
IE,CH,2,2005,2
MC,CH,2,2005,2
NO,CH,2,2005,2
PT,CH,2,2005,2
RO,CH,2,2005,2
RU,CH,2,2005,2
